richness,forest,wetland,x,y
9,0.255672132963233,0.50366141003669,228.951607822788,220.886944431353
6,0.644911410459628,0.117206805903474,227.671366224963,219.861329849732
5,0.5039905485024,0.632700276063605,228.825242647317,220.107306463101
3,0.598732862396518,0.243294205736217,229.277537864747,218.90353482465
2,0.760077519664696,0.116353831123995,209.243488725156,215.24141839558
10,0.686543417214699,0,210.414246586351,216.557947827045
3,0.839785092498975,0.015538612102486,213.35071759892,216.381539931761
9,0.545333226605267,0,211.953414484825,215.445025617645
11,0.236233553145835,0,211.185016871396,215.07926379672
12,0.683422057139334,0,213.858801163615,215.269940181558
16,0.833143045310801,0.010464518189639,213.568754058911,214.720146270391
4,0.386832798463236,0.917568925751701,218.606772119611,218.134452479666
3,0.237892620294049,0.294337397498728,222.004839916595,217.342196244754
2,0.326475560104635,0.33457840680573,225.365902766001,217.923120138243
4,0.247171095971234,0.353138240630657,222.437375678182,214.725705306434
12,0.432202454471177,0.066190146635152,225.404113305381,215.783186903379
3,0.054521149850561,0.00272450064386,224.017881092031,215.053837641996
1,0.41750622593567,0.552442874725074,209.653346959616,212.996029269656
1,0.09313453255658,0.247639982308695,212.287925228591,213.237901107881
3,0.242450857976134,0.016997179326783,212.598771245333,212.735224387849
7,0.070079594871794,0.044526867577727,213.284989649311,210.963997031485
5,0.205714668698186,0.149512096461684,216.345099675583,211.526611509655
4,0.846200300177145,0.0111289062932,217.546469383056,211.469112909554
5,0.806053764368796,0,219.479313939311,211.691102450403
9,0.897819687399119,0,218.641194283696,210.922435746684
15,0.317400629425931,0,222.82993507475,213.652823046323
10,0.162952614619299,0.06508764755234,225.862702553275,212.995897779714
5,0.359877554555672,0.493281465863541,211.977431431845,208.494158523398
14,0.538842307575382,0.165990434148626,213.683334402156,210.074828999357
12,0.732052631429766,0.011652167958043,214.554797236308,209.83968815767
9,0.636560029908448,0,215.977712049115,209.540641786538
6,0.73312707547674,0,216.918325265518,209.803694891518
8,0.582986838771166,0,217.686071317757,209.311901743298
13,0.806018714044108,0.03755755880632,217.445247110094,208.20885661315
15,0.373730549056661,0.088201342030938,214.962591384038,207.995466389849
19,0.898970754752079,0.005125478403177,215.729296183879,208.058930394162
14,0.59959511764381,0.061633296018803,214.884730953224,206.248005662967
13,0.991073776781543,0,215.814241121722,206.210811649605
4,0.963036796545212,0,216.886567361069,207.919480542808
9,1,0,217.020653277284,207.56411442246
11,0.925863396689083,0.005522322834792,216.200961837194,206.588854345183
12,0.893398991502121,0.071259282735658,217.997097307698,206.782924575421
14,0.905488214017747,0.037040375209397,218.478319770157,208.751644597396
9,0.628923508490665,0.243253293741298,219.541139605422,208.418450036094
12,0.44971977435466,0.307933324600955,220.257624379706,209.410394225975
16,0.930250400468735,0,218.649463569479,207.516463450777
7,0.959595359868729,0,219.989120836336,207.67922860353
18,0.938469181195725,0,218.343474617427,206.295339543295
5,0.709797251878674,0,219.619331102319,206.755302970919
1,0.078031204866893,0.317439942198598,222.312934317593,209.184763150297
6,0.130111982183339,0.34403246289178,225.031063409869,209.364909661708
1,0.191211522906989,0.064286245667469,225.028652517007,209.036222372677
3,0.327305963227021,0.145034049383414,223.636706463261,208.011649650444
7,0.241883186666779,0.075673299027012,209.09858030651,202.700542042886
10,0.104530469325793,0.286516734952814,212.32061580743,204.507528593538
8,0.105065242134117,0.724730319552925,210.114636519192,204.08843704771
6,0.272198713888069,0.035153852685559,217.612596377845,204.273174139911
7,0.681901746591088,0.197476817570095,218.785741977127,205.336217094919
7,0.857247763709511,0.07559386486936,219.462643934613,205.880022106234
10,0.30037289339566,0.022117121154591,218.494519404801,203.518920566809
17,0.703507016547953,0.043316657346558,218.622144247837,202.299452166228
8,0.054898941696333,0.11776087809303,223.354960104417,206.089872799588
6,0.202289861140164,0.245385705245707,224.689440158077,204.063344389821
3,0.324003657233618,0.078912429145439,205.022956916013,200.456432671526
10,0.114432759785138,0.015164367239953,204.96930957434,198.495383623444
2,0.488989507946688,0,205.780150531673,198.523554706636
10,0.493931777866819,0.059233079584461,208.654589125768,202.044640318964
10,0.538407993635859,0.039307236692964,208.98473942105,200.67711363687
6,0.373300068647369,0,207.357724462602,199.613352831143
4,0.737745279730818,0.006451135518259,208.084038331986,199.873707787755
3,0.074915617250855,0,212.051153537,200.472886545591
6,0.66548789400519,0,217.673588362171,201.931088289719
3,0.411708946073968,0,216.604005185303,200.440390049255
9,0.146853160041507,0,218.000062064848,200.501802021179
8,0.63684469721126,0.024999316874342,215.980778944179,199.556076929129
9,0.623801984449809,0,214.902806517402,198.575370579415
9,0.240892057028899,0,216.721542314974,199.841972498146
8,0.448949557052735,0.04256897042583,216.246273476279,198.563355480476
5,0.489965843717197,0.020423136710528,218.741825221771,200.903396039976
5,0.189512868823355,0.017990478742869,219.389598805889,200.800276339294
10,0.395190358147612,0.003255425805645,220.339138794339,200.807679977275
11,0.593923038205917,0.211758971133065,221.514106545246,200.697687593762
6,0.550140398796626,0.039851820099443,219.084801701562,199.760624075231
14,0.052197448581771,0.295006129096471,218.75473564627,198.986366345703
12,0.253965921311504,0.018146108665962,220.47948701924,199.310831484307
8,0.366469005565553,0.217965334380958,221.505065053117,199.506402178124
8,0.133568004417841,0.173285463603526,220.713889310949,199.163916963075
8,0.187611156836221,0.177197713465518,222.459185125738,201.297864555389
11,0.309096698237447,0.342837510850109,228.615328102254,217.289718345979
7,0.651578484500222,0.185707002505798,229.716277493278,218.145475464648
3,0.257388671597406,0.232445417793957,228.23612608935,216.826131501243
8,0.24137806484115,0.503581788650103,228.095995545967,215.537156428831
3,0.30506490288822,0.563580610571989,228.14402269793,214.205557736258
9,0.441479068025028,0.096087733951791,229.353747794053,212.710467239384
7,0.613292125798638,0.002629604989172,227.527525683831,211.403095080673
7,0.181905193482368,0.26163185487612,226.673558832113,210.895898237514
4,0.822925177562963,0.035942596561122,227.084193297163,210.883226179906
5,0.301066740181019,0.37322296264496,228.463843530857,211.242928994975
6,0.416887010625483,0.022420315495688,229.633711704167,211.908856592529
9,0.438163510852438,9.13762735999e-4,229.270067605304,210.538679596891
3,0.520880381100545,0.372906841571957,231.41153741904,211.254916642249
2,0.485619875789438,0.44454341578727,232.829102384507,211.471108543376
1,0.118140929106265,0.261715877533808,233.519745153955,211.921215641933
9,0.076770457514115,0.541434944623631,234.664110587411,211.529666997415
5,0.557513588869212,0.080082708707973,228.016250244075,210.116825470941
5,0.390759194683692,0.226113148949314,227.822561590899,208.809930715485
7,0.3137155381918,0.353653764971031,229.560700483036,209.08212285606
9,0.196738109250204,0.101030597888008,226.427726715071,207.637613745794
11,0.120738910176588,0,227.894035231754,208.054007303125
7,0.199550260252839,0.094610619583985,228.697055246795,207.342733158653
5,0.481904016280245,0.348687172139544,229.482671852105,207.800410592153
9,0.119358212654253,0.417168586159651,231.242276708329,207.58863175187
3,0.420265748498091,0.00762321204544,230.7475445212,206.759342786313
13,0.340362312666828,0.066620322422259,231.413764023887,206.473574498824
2,0.389358812820288,0.22135747048566,232.378266171899,206.884897445251
3,0.088595110223195,0.146683457672303,237.639833904452,210.046429653659
2,0.168533852249303,0.722336639663194,238.929765467033,208.175471728908
7,0.22188733074692,0.958819437675011,240.835347808779,208.365421972943
8,0.311237820957865,0.929777419805353,240.913294469586,207.868790189891
4,0.52313469957026,0.805904675791075,242.827513691004,208.164811096542
5,0.349430998633473,0.447565999043066,243.395717369359,207.668134692513
2,0.017051094754169,0.320015294662557,247.054143822951,206.792421698958
11,0.118294012864967,0,227.62197822981,206.126604790574
4,0.253769363217221,0.154091211696475,228.218897127195,202.637755089362
1,0.340621050466506,0,230.733952098725,205.579421385665
6,0.420877357384296,0.017586695878432,231.554992995657,205.928933006253
2,0.292679102251731,0.007420515634999,231.061728245778,203.547547935198
7,0.275722709361746,0.073719216280676,232.891587466814,202.925657427327
4,0.101366760404063,0.604076406209157,244.783748422398,205.310926347047
2,0.041893863180383,0.625551405749869,242.682719783591,203.448361713827
5,0.154577468174354,0.859243798228719,243.044094548294,202.996580307993
1,0.099842942097012,8.28029375159e-4,252.809710265717,204.398821636111
9,0.10390340023362,0.150261269920533,229.119493072501,201.573915555382
8,0.074323537144875,0.172112073892936,229.456656180437,200.803917865276
10,0.673493237701275,0.006682810815461,232.942259044035,199.871755507232
9,0.11157931869232,0.19217022662416,234.682031050058,200.986511375064
6,0.188592441319189,0.360453083386312,235.370647990344,200.704883745413
7,0.097319310754023,0,235.796804543085,200.028525104902
5,0.096329727200605,0.064871412888736,235.023275528768,199.092767369623
9,0.411435613646839,0.317929499251582,238.841892895022,201.120076133411
9,0.737520222923866,0,239.424452226808,200.072127787552
11,0.753215858723829,0,239.659221200472,198.870053293339
9,0.460616318462916,0.50534304077607,245.221346482749,201.568805890398
16,0.843692213548856,0.305816063827816,245.264620125641,200.339471037274
2,0.036291495030472,0,243.104114289828,199.87206436942
4,0.116283745644645,0.040825230570817,244.462311610228,199.321823050656
2,0.859794776504313,0.069822566622687,193.31255746784,192.480938102126
1,0.591055693940555,0.199441204905622,193.11042190308,191.473180413867
1,0.068072454466747,0.440435309935511,194.689925446141,195.020335711228
7,0.246816188998233,0.138726783916658,197.484372533041,194.399574099962
8,0.297189170699698,0.33378141592343,198.703301101424,196.193960380515
7,0.652509842238649,0,198.932333543397,194.654703705494
4,0.17344088748221,0.114065222252845,205.62249613914,197.693774098072
7,0.396916207379897,0.480456728421045,207.697367315846,198.064442444833
1,0.062199367931301,0.307018471122576,209.041061835944,194.254361677605
5,0.360537145073111,0.006214786523577,213.213020425637,197.29388739053
9,0.182287682694003,0.337603435519346,213.074165323398,196.226933895385
4,0.863852326690376,0,216.191329275605,196.330443559222
5,0.274489903003796,0.056773979515199,215.055739647442,195.534611821563
6,0.226646157959808,0.056411467574208,214.408803381225,194.23791899501
12,0.903974886605691,0.027299806114684,216.972516107953,195.46266090606
11,0.582784395154036,0.255599743257333,217.245901543761,195.958466230581
7,0.344379125104577,0.434967664729536,216.430173572034,194.282300431204
14,0.213118845445733,0.257654522102007,220.564416454754,197.412937678171
6,0.495369988418776,0.027581778006566,221.615787848013,196.411559216918
7,0.184108983233606,0.086336180598,218.719679965371,195.943728574241
6,0.584444397602811,0,219.484820175184,195.72838926261
4,0.407412380493603,0,218.508921551485,194.312945777939
9,0.447185489491555,0.068947204307782,223.10728807418,194.544539804959
5,0.453499510719722,0.364891399974781,194.322643665796,193.188068907017
5,0.764493401623906,0,195.045228108963,193.481510022197
3,0.449063776150673,0.242657812680184,194.342836561812,192.935290895876
9,0.397120679909248,0.01046681571361,195.832907516476,192.060988742082
6,0.115777602154823,0.157051747131857,195.858834995622,190.919993595143
4,0.133840330445387,0.431681630396225,197.498686519566,190.945661417364
2,0.10786861639932,0.284428511519269,201.347304124267,193.679169400603
6,0.247750608523399,0.320429233435654,199.725630721277,190.730370974556
7,0.082745396348598,0.768337150905717,200.329890241961,190.443080802836
7,0.064352301401036,0.298150106241741,202.066732901348,192.443411274355
3,0.095930374408417,0.008224928866673,205.872520885777,192.585991062464
2,0.027328211112741,0.244413048947032,209.309513368991,192.871708766099
2,0.171263967959636,0.329746254491836,211.173722972594,192.347909873592
7,0.216257149499731,0.363498587813353,211.581629159827,191.641141014096
7,0.091945612923398,0.211997074658994,216.59668104362,193.61540415162
5,0.138380952838482,0.708102595924613,215.749335400028,191.834503655943
13,0.122884533214224,0.349881156648444,217.151865315505,191.612465917521
1,0.228991907971681,0.630831491173093,219.02195138737,193.601260570118
9,0.268980945648373,0.595745187507211,219.425563793829,192.531890993247
1,0.200007130773287,0.141005767123193,220.884577388524,193.484273196438
5,0.250441385231086,0.274670942076167,221.405491806914,194.159952028429
3,0.160059281907206,0.14913110997487,219.755507123157,191.613790818878
7,0.215440554633564,0.433194811966389,218.727575791733,190.47119401178
10,0.528519816322015,0.252098887009346,222.156377808623,194.119821420645
4,0.316748287609391,0,222.175541834174,192.29033245147
8,0.266817831735713,0.089524263351206,222.5120587628,190.340222502748
7,0.413780255083996,0.330234668120414,223.132817707224,191.039262460002
11,0.450601335142655,0.13868044785577,224.875719845642,191.467699392388
12,0.656595255809833,0.117588639640161,225.309353867893,191.887122439143
8,0.414557313770071,0.246180377795,224.46278800105,190.44016202741
2,0.075349659661953,0.347365860170834,195.14818458442,189.770705013311
3,0.267657277900025,0.666854412331198,198.621680796346,189.682613911813
5,0.602884985577117,0.502749508307253,201.392775618586,186.251882830324
7,0.240349464435656,0.020648502941758,202.512050327811,187.208936817168
7,0.186300526702303,0.329195654973988,204.70373445784,186.38461815302
1,0.069365588346621,0.28771761490623,206.702872501187,190.092771717355
4,0.149046084023257,0.183644304037706,208.402800492591,188.853193028139
7,0.154133708730482,0.354673339769989,209.900562596855,187.463081664561
7,0.213536470843008,0.66437867544473,210.460760909099,188.854875854457
6,0.134583215984366,0.702164441730901,211.357484206757,188.30594702415
3,0.218504627598824,0.074014529758988,213.318484203073,189.062752437552
3,0.150172740147415,0.522790136420589,210.291311714066,186.509784204109
22,0.219187982702232,0.35102960825395,212.228336020254,187.930682234621
5,0.285119688145426,0.406489276252406,214.73261866622,188.840642078321
12,0.392319932220216,0.700436265293815,215.280201794779,189.133517368471
9,0.426624565390529,0.455774769513386,216.433542421901,188.359304247664
5,0.458342006746162,0.594757280043226,215.481106809074,188.08379908364
7,0.165548097877374,0.937564661482529,220.269998813861,190.124149394462
10,0.202758996239183,0.010479252624958,221.98652166745,188.600745817654
8,0.404493674905881,0,222.718415867969,189.125859798871
8,0.470289476174708,0.408754569491849,225.712445708572,188.521385230597
11,0.308854601305812,0.08951467449322,224.196361263863,187.470759199156
11,0.311425922445102,0,224.478133692753,186.33228808005
11,0.862787839672752,1.54407764578e-4,225.739354371906,186.373468202694
7,0.00875834026265,0.492610028960063,201.192879859705,182.72353839494
2,0.172749078737212,0.887011033043017,204.602029494124,183.01713158881
1,0.10406523283154,0.927128274637828,206.750711838448,185.014728097951
5,0.281818042615839,0.22982172760733,210.62090438764,185.266848608859
15,0.427625580984462,0.059614484959277,211.791090785725,185.399856247481
2,0.143114595509879,0.325519393263516,211.217608991977,184.732351408347
6,0.101698325140498,0.302999012638732,212.001234364429,182.29507518063
7,0.375808985131664,0.514560069911685,215.063935345937,185.011706446771
7,0.207047470054536,0.708063265649756,216.029682501799,185.937526660979
4,0.174064772391328,0.693043638020041,214.320746369161,183.637909867025
7,0.399363136377605,0.365041228188653,220.398857175487,183.634347977738
8,0.634553181372702,0.198044117823302,223.6531001215,184.933834102944
20,0.305463864931211,0.187064290625165,225.076379847594,185.764742776759
13,0.514071069381867,0.212553069404129,223.024583916379,183.511843726893
6,0.543809860110861,0.18237461757918,224.097044453838,183.610437178674
8,0.098399771962018,0.03324822526199,214.400208072005,181.613562049584
13,0.401418375763223,0.289246640991857,225.221088121294,181.33632288385
5,0.022439195391131,0.256070262493683,229.67612651747,197.534191641964
11,0.369402831067038,0,228.367165823349,195.483139848725
9,0.077866797562339,0,231.033676331829,197.44083031128
9,0.024781531024641,0.191924405372817,230.310417296331,197.149304173894
13,0.342969770297071,0.015336916146439,232.939383522023,197.310337958399
6,0.130766460733172,0.004181243809966,233.917114466776,196.284342722509
8,0.452312990822117,0.024636676148052,230.426773284761,194.325501728958
10,0.655909489936721,1.703168355e-6,232.284461283938,196.171928808248
8,0.519295774774994,0.073612133718094,232.938791793885,194.398029101469
10,0.852061798945386,0.066492745013665,233.073816590591,194.740065407862
9,0.331068776990221,0.01353584937029,235.883974585881,196.398147108972
15,0.772682783771421,0,236.868068707523,197.233488977894
11,0.88906588881144,0,236.102753827928,196.225580204751
10,0.664081791260882,0,237.686660825389,196.99862416392
8,0.731489367023291,0,234.141861796346,195.131131708777
12,0.362635834697094,0,235.672187145533,194.47134412049
10,0.874496817601053,0,238.920266085271,198.107718586929
4,0.050112900607473,0.389605637110696,241.412610267636,197.725468081197
16,0.266455879019322,0.27598395734054,240.606436054337,196.60072067404
14,0.774960472804038,0.15642326206579,241.216605116029,196.975929771325
11,0.383071258051512,0.101780653601336,240.957486132973,195.406315603449
7,0.807351277974193,0,241.475388609686,195.465788928249
13,0.358856394472193,0,240.772132986572,194.854749757719
8,0.818555064892557,0,241.757111478478,194.451801917671
10,0.596551270916035,0.249267831328795,242.873756232871,196.833324276384
6,0.418517305509841,0.585188943762894,245.160273739717,198.124020094292
11,0.294766039801396,0.050518902410791,243.129785811728,195.800551991134
10,0.853592807165992,0,242.997616162257,194.498328669618
11,0.141261037614223,0,228.422645422512,193.719340779128
3,0.300120460805254,0.286790402907373,228.917237810439,192.862169465523
10,0.744789554616801,0.286790402907373,229.997154923736,192.222148256617
7,0.181443938524796,0.029641523371856,229.136680828522,191.436124233219
7,0.108163141579576,0.036503355036105,228.744504419968,190.32668215308
8,0.437426569523215,0.03073955006527,229.987663060774,191.151917433987
4,0.623582860694328,0,230.163258929005,193.182437088115
5,0.525444652931691,0,231.861177374575,194.17022486381
10,0.699627531667615,0.01537613084117,232.191973458391,193.632691712825
5,0.23889929810453,0,231.316329375807,190.785902161074
10,0.45334596819066,0,232.048723764832,191.922252220956
10,0.68948353350018,0,233.041238296426,191.204489667124
12,0.73217147547930606,0,232.541671380049,190.781368417588
16,0.972167213901594,0,233.695035831884,190.541830168261
10,0.274799758206897,0.274157313646949,237.023117314673,193.447258584442
11,0.215959233487273,0.730507227250739,236.578000455045,192.277234040208
15,0.608765987121137,0,234.507571385674,190.805121647815
17,0.34523174547835,0,240.572312620816,193.679402071524
9,0.295645586946917,0,238.869916432736,192.172619730157
13,0.543838682335585,0.015796329055571,238.053117719445,191.094014324869
12,0.571284123312305,0.023436541032264,239.42450686308,190.706752092733
6,0.672679693351292,0,241.733270446419,192.089912550214
10,0.964664946682806,0,240.926805591325,190.597748214302
12,0.913751290253668,0,241.802022511487,190.964709856004
8,0.816008099544425,0,242.797656817561,192.289800557315
13,0.730968475601645,0,242.017870460603,190.370173398095
7,0.333036304799038,0.072406172003692,226.905482346391,189.311110338204
9,0.585992746277046,0.017359574841173,227.735729606556,189.250598797116
9,0.593910283725974,0,227.93287054446,188.247132098077
7,0.390197269184134,0,229.484012731,188.067548175265
10,0.328396303480482,0,231.13908321896,190.158773085808
16,0.37196366330786,0,232.429098963852,189.843791767729
3,0.08657167707614,0.525210156353128,231.961732912775,187.856317112145
18,0.808731283731665,0.103060458071621,233.830741408628,187.458220660842
9,0.377162383781487,0.195365013625709,232.889646038993,186.234377095398
9,0.713365902060247,0,233.630346628719,186.753950352703
13,0.222101058070887,0.030371767779642,235.320665234666,188.853828549858
12,0.400488826891154,0,237.314508856389,189.780444624143
16,0.20670911104178,0,237.390508221344,189.157492904233
6,0.786300533684056,0,235.355882848579,187.177020169717
12,0.936113157152227,0,234.24545014134,187.077282052875
13,0.919934268120961,0,235.224275753101,186.813674678949
8,0.777222888908817,0,238.461789356511,189.379537350738
14,0.441864861015146,0,238.617502797129,189.017888875453
7,0.850022798963408,0,240.368320363222,189.43947059592
12,0.888212074506699,0,241.544954000155,189.889480078367
13,0.814175895390015,0,240.969655266612,188.317078721484
14,0.351337951248199,0,238.32376810253,187.78351135451
22,0.861700716066725,0,239.908256158432,187.560941514947
15,0.708025074893825,0,239.993842805935,187.112354635649
17,0.880827971280732,0,240.140550704787,188.161883626754
9,0.930052910788577,0,240.345708510487,186.21317649136
10,0.619506935655564,0,242.764255723184,189.973776053645
7,0.247081305957572,0.107417118695954,227.243236385019,184.430953320356
8,0.218677458984958,0.07178386960703,229.130744248976,185.492536291022
13,0.242752986957132,0.012807618078615,229.733996701774,182.431449442093
5,0.205481626642831,0.080062842103102,230.134248054553,185.080376462087
7,0.461555126054609,0.213419493685365,231.745451595601,184.683822622297
12,0.647605898156674,0,233.290083441299,186.12527099462
9,0.563899484748005,0.048800053173081,232.479535763965,184.96246592515
10,0.554396370606929,0,233.474044984554,184.270082135227
11,0.418570569220974,0,230.255322002074,183.26821389903
8,0.686524867746505,0.049096184938909,231.056592635078,183.304167858946
6,0.434431276479393,0,230.977980577586,182.668114551033
11,0.816076627759056,0,231.771137185827,182.399804950847
9,0.908753009333477,0,232.140735939259,183.747496622537
8,0.810043186978443,0,232.024970197699,183.047845091128
17,0.880808316303563,0,234.575592227014,185.464800857015
15,0.997243741876103,0,235.156204777271,185.756097224781
15,0.916557064440092,0,234.381770558156,184.959790421657
17,0.926516193864315,0,235.434067914462,184.607723614907
6,0.920353753179795,0,236.712038110823,185.016378120992
11,0.86744863246037,0,237.838247766367,184.253267946661
12,0.696358472389305,0,234.385039721582,183.06024981585
9,0.478827968958284,0,235.666378215853,183.132373768293
16,0.6696733483393,0,236.545523323699,182.48142014017
14,0.961041047029714,0,237.611466180182,182.766651967696
4,0.141487078138864,0,238.716890638195,185.441385589547
16,0.427711793625826,0,239.427625257721,185.116114136538
13,0.571986702508531,0,240.032396138993,185.360708173139
11,0.341747850694316,0,241.92557831283,186.125438534196
16,0.850253077609603,0,240.136643470147,185.100512495039
16,0.83162106751941,0.024065764520183,238.120586210828,183.014167806056
10,0.360195479660491,0,240.770737110519,183.430888927464
10,0.605704266928258,0,240.784231437252,182.515410704228
15,0.212779065353193,0.132424795848242,227.285386347877,179.469063458188
13,0.49538206831463,0.048396812567486,227.369996989578,178.802495906983
20,0.714247273646312,0.174629665651134,228.738683217785,178.360578924107
10,0.257352414101499,0.294586691705762,229.540127825106,178.912530408629
7,0.446893214478318,0,231.000922500122,181.513394945541
14,0.029273173237805,0.241322726884003,231.719721527504,178.893038572433
13,0.468822968479505,0.260002617022931,233.926477068218,180.12010563553
8,0.616885846558249,0,234.959211827688,182.158024311539
14,0.588511705984476,0,236.287915442253,181.177113393795
12,0.999840067598109,0.0146957200742,237.765427949254,182.1155874373
8,0.879414492925857,0,237.456040126619,181.044228525141
9,0.401056671321194,0.06140756063985,234.926103692701,179.666401440899
7,0.49285963509343,0,235.490408949986,179.374159024951
3,0.470496041623232,0.256460259617822,234.801705796005,178.503902609383
13,0.561578472365472,0.005645226298569,237.78649625799,179.857291438539
7,0.519953440359642,0,236.767818813327,178.370631127774
13,0.778068710304925,0.00697293941288,237.550051082273,178.301802402052
17,0.88833000371013,0.115920347495792,238.923253415352,181.428194390152
16,0.787198933038092,0.193355716737551,238.05305081882,180.565637640895
16,0.407056101159396,0.546929813333385,241.861017397952,181.474524368772
12,0.503473949382887,0.266130927167524,238.479146871682,179.821416454778
12,0.750250943110173,0.088274866484203,239.586348680746,179.492352821088
12,0.898378177037429,0.031695524023633,238.825574050391,178.648248571127
11,0.976800140641659,0,239.312048672199,178.97762583072
4,0.328981249717655,0.21620643202282,241.140817202276,179.803767588145
5,0.159372798687665,0.574394745940427,220.772124744833,174.253718842442
2,0.023530274520119,0.564439341445688,225.219131103598,177.080054183265
11,0.217675440295018,0.843118809026025,224.857810804269,174.314328254356
5,0.46544779321773,0.575950473586496,205.196988245587,170.898487445821
5,0.50469192419079,0.276436552520462,209.86407521914,173.020004537197
8,0.272092203818101,0.348288958639298,209.967716537996,171.594972552421
1,0.355732294578319,0.629215236860365,217.950187389388,171.632398202938
2,0.156328629640038,0.410836941541571,207.511375086814,170.012801437879
5,0.034468606144983,0.047542709926409,207.04332431449,168.922431047315
7,0.030192081282074,0,218.517928696437,169.126378878726
3,0.031089690755586,0.027657873472612,218.805400485139,167.755030993993
3,0.28906329046094,0.277357505011612,223.452040408937,169.542669137714
2,0.188820825034041,0.388562338791239,214.855552705204,163.704207959275
4,0.060199165730183,0.076343598203434,218.768327417517,165.753466488801
4,0.132240246255699,0.243869238566824,219.429578383187,163.101583624181
4,0.049621349274544,0.079749944399423,222.40325553479,164.561862498529
4,0.048393916424625,0.078111675494354,223.955212892232,164.888114870766
1,0.079229441266836,0.135000779100803,225.708898752809,164.980126784889
3,0.153301851721584,0.237212012641058,223.741223296583,163.745299850979
5,0.078528238820038,0.07692078066154,211.048951086089,158.608388236414
2,0.091798149579948,0.159850735885966,219.06509179735,161.866518094677
5,0.217566216774737,0.002042357789285,230.774427937077,177.692399479922
8,0.1828799281069,0.179164339729915,231.295331332799,177.395573437221
13,0.254034752015561,0.460975411818068,231.172951872194,177.168257460937
8,0.500001807808926,0.030307325275892,232.651226275016,177.718634266879
2,0.235710109869508,0.76447115782243,230.560324593646,175.583924819405
8,0.694036605866065,0.218512965940107,235.071023471387,177.981439611183
9,0.286221165213657,0.362667390206112,234.682635690983,177.123668693246
5,0.784189998518492,0.106179700499499,236.791344978728,177.917558759691
7,0.91642433640644,0,237.347889207884,177.728155178025
10,0.617262181175951,0.142120146340396,236.853628635754,176.821790837923
1,0.132303009745898,0.077402731712204,236.798258755936,175.388127149704
2,0.109399946044153,0.399385400931671,236.262602123779,174.957719136418
3,0.380129492215339,0.075260081234083,239.213275327779,177.306216075093
3,0.086288377933151,0.571249331919913,227.598333372002,173.269457476687
2,0.148133970510821,0.021012537395593,228.521470118196,168.139270594499
5,0.135699231994935,0.200504505054397,229.121841397018,167.884573544531
3,0.061528159528463,0.051838977629084,228.46865988767,165.216637260754
5,0.136265985476486,0.636277916062792,228.914040987727,163.634493619825
1,0.185602476872788,0.632340997942396,230.612346253091,164.029408547251
4,0.07177875927193,0.18019830892057,211.800995171037,158.0176978577
6,0.063370948172616,0.054618115519448,212.985444801741,156.926653554438
